Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day
1980-01-01,159,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,1
1980-01-02,136,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,2
1980-01-03,133,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,3
1980-01-04,159,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,4
1980-01-05,142,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,5
1980-01-06,125,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,6
1980-01-07,105,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,7
1980-01-08,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,8
1980-01-09,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,9
1980-01-10,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,10
1980-01-11,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,11
1980-01-12,40,Good,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,12
1980-01-13,43,Good,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,13
1980-01-14,49,Good,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,14
1980-01-15,68,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,15
1980-01-16,89,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,16
1980-01-17,89,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,17
1980-01-18,57,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,18
1980-01-19,100,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,19
1980-01-20,123,Unhealthy for Sensitive Groups,CO,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,20
1980-01-21,138,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,21
1980-01-22,116,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,22
1980-01-23,135,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,23
1980-01-24,193,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,24
1980-01-25,168,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,25
1980-01-26,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,26
1980-01-27,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,27
1980-01-28,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,28
1980-01-29,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,29
1980-01-30,100,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,30
1980-01-31,106,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,1,31
1980-02-01,115,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,1
1980-02-02,131,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,2
1980-02-03,120,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,3
1980-02-04,206,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,4
1980-02-05,170,Unhealthy,CO,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,5
1980-02-06,142,Unhealthy for Sensitive Groups,CO,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,6
1980-02-07,103,Unhealthy for Sensitive Groups,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,7
1980-02-08,103,Unhealthy for Sensitive Groups,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,8
1980-02-09,158,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,9
1980-02-10,110,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,10
1980-02-11,118,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,11
1980-02-12,112,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,12
1980-02-13,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,13
1980-02-14,108,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,14
1980-02-15,89,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,15
1980-02-16,57,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,16
1980-02-17,47,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,17
1980-02-18,47,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,18
1980-02-19,47,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,19
1980-02-20,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,20
1980-02-21,70,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,21
1980-02-22,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,22
1980-02-23,103,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,23
1980-02-24,109,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,24
1980-02-25,120,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,25
1980-02-26,108,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,26
1980-02-27,116,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,27
1980-02-28,108,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,28
1980-02-29,106,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,2,29
1980-03-01,110,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,1
1980-03-02,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,2
1980-03-03,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,3
1980-03-04,101,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,4
1980-03-05,108,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,5
1980-03-06,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,6
1980-03-07,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,7
1980-03-08,105,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,8
1980-03-09,105,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,9
1980-03-10,106,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,10
1980-03-11,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,11
1980-03-12,100,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,12
1980-03-13,150,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,13
1980-03-14,154,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,14
1980-03-15,156,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,15
1980-03-16,143,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,16
1980-03-17,108,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,17
1980-03-18,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,18
1980-03-19,123,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,19
1980-03-20,143,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,20
1980-03-21,94,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,21
1980-03-22,100,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,22
1980-03-23,93,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,23
1980-03-24,100,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,24
1980-03-25,95,Moderate,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,25
1980-03-26,109,Unhealthy for Sensitive Groups,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,26
1980-03-27,105,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,27
1980-03-28,151,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,28
1980-03-29,156,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,29
1980-03-30,156,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,30
1980-03-31,89,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,3,31
1980-04-01,57,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,1
1980-04-02,100,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,2
1980-04-03,105,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,3
1980-04-04,156,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,4
1980-04-05,85,Moderate,CO,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,5
1980-04-06,77,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,6
1980-04-07,166,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,7
1980-04-08,136,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,8
1980-04-09,140,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,9
1980-04-10,205,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,10
1980-04-11,157,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,11
1980-04-12,143,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,12
1980-04-13,169,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,13
1980-04-14,207,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,14
1980-04-15,237,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,15
1980-04-16,269,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,16
1980-04-17,289,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,17
1980-04-18,275,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,18
1980-04-19,297,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,19
1980-04-20,150,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,20
1980-04-21,57,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,21
1980-04-22,68,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,22
1980-04-23,89,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,23
1980-04-24,103,Unhealthy for Sensitive Groups,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,24
1980-04-25,177,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,25
1980-04-26,205,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,26
1980-04-27,126,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,27
1980-04-28,82,Moderate,CO,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,28
1980-04-29,89,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,29
1980-04-30,57,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,4,30
1980-05-01,89,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,1
1980-05-02,126,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,2
1980-05-03,205,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,3
1980-05-04,200,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,4
1980-05-05,177,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,5
1980-05-06,221,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,6
1980-05-07,93,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,7
1980-05-08,105,Unhealthy for Sensitive Groups,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,8
1980-05-09,100,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,9
1980-05-10,57,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,10
1980-05-11,61,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,11
1980-05-12,74,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,12
1980-05-13,84,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,13
1980-05-14,68,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,14
1980-05-15,122,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,15
1980-05-16,221,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,16
1980-05-17,281,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,17
1980-05-18,268,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,18
1980-05-19,295,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,19
1980-05-20,190,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,20
1980-05-21,79,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,21
1980-05-22,79,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,22
1980-05-23,57,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,23
1980-05-24,93,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,24
1980-05-25,84,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,25
1980-05-26,140,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,26
1980-05-27,67,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,27
1980-05-28,79,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,28
1980-05-29,161,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,29
1980-05-30,100,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,30
1980-05-31,68,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,5,31
1980-06-01,119,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,1
1980-06-02,89,Moderate,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,2
1980-06-03,105,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,3
1980-06-04,190,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,4
1980-06-05,136,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,5
1980-06-06,150,Unhealthy for Sensitive Groups,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,6
1980-06-07,229,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,7
1980-06-08,244,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,8
1980-06-09,253,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,9
1980-06-10,219,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,10
1980-06-11,239,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,11
1980-06-12,190,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,12
1980-06-13,182,Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,13
1980-06-14,216,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,14
1980-06-15,285,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,15
1980-06-16,254,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,16
1980-06-17,245,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,17
1980-06-18,233,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,18
1980-06-19,271,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,19
1980-06-20,244,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,20
1980-06-21,275,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,21
1980-06-22,263,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,22
1980-06-23,229,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,23
1980-06-24,214,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,24
1980-06-25,258,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,25
1980-06-26,282,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,26
1980-06-27,281,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,27
1980-06-28,213,Very Unhealthy,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1980,6,28
